pet_slug,species,style,minimum_species,maximum_species,possible_final_count,path_min_to_max,species_default_bst_min_to_max,proposed_context_bands_percent,missing_base_species_assets,mapping_scope
togetic-3d,togetic,3d,togepi,togekiss,1,togepi > togetic > togekiss,245 > 405 > 545,"togekiss [0.00,41.05); togetic [41.05,71.55); togepi [71.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
natu-3d,natu,3d,natu,xatu,1,natu > xatu,320 > 470,"xatu [0.00,53.54); natu [53.54,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
xatu-3d,xatu,3d,natu,xatu,1,natu > xatu,320 > 470,"xatu [0.00,53.54); natu [53.54,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mareep-3d,mareep,3d,mareep,ampharos,1,mareep > flaaffy > ampharos,280 > 365 > 510,"ampharos [0.00,39.74); flaaffy [39.74,68.18); mareep [68.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
flaaffy-3d,flaaffy,3d,mareep,ampharos,1,mareep > flaaffy > ampharos,280 > 365 > 510,"ampharos [0.00,39.74); flaaffy [39.74,68.18); mareep [68.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ampharos-3d,ampharos,3d,mareep,ampharos,1,mareep > flaaffy > ampharos,280 > 365 > 510,"ampharos [0.00,39.74); flaaffy [39.74,68.18); mareep [68.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
bellossom-3d,bellossom,3d,oddish,bellossom,1,oddish > gloom > bellossom,320 > 395 > 490,"bellossom [0.00,36.60); gloom [36.60,66.10); oddish [66.10,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
marill-3d,marill,3d,azurill,azumarill,1,azurill > marill > azumarill,190 > 250 > 420,"azumarill [0.00,43.95); marill [43.95,70.12); azurill [70.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
azumarill-3d,azumarill,3d,azurill,azumarill,1,azurill > marill > azumarill,190 > 250 > 420,"azumarill [0.00,43.95); marill [43.95,70.12); azurill [70.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sudowoodo-3d,sudowoodo,3d,bonsly,sudowoodo,1,bonsly > sudowoodo,290 > 410,"sudowoodo [0.00,52.71); bonsly [52.71,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
politoed-3d,politoed,3d,poliwag,politoed,1,poliwag > poliwhirl > politoed,300 > 385 > 500,"politoed [0.00,37.97); poliwhirl [37.97,67.22); poliwag [67.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
hoppip-3d,hoppip,3d,hoppip,jumpluff,1,hoppip > skiploom > jumpluff,250 > 340 > 460,"jumpluff [0.00,39.43); skiploom [39.43,68.57); hoppip [68.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
skiploom-3d,skiploom,3d,hoppip,jumpluff,1,hoppip > skiploom > jumpluff,250 > 340 > 460,"jumpluff [0.00,39.43); skiploom [39.43,68.57); hoppip [68.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
jumpluff-3d,jumpluff,3d,hoppip,jumpluff,1,hoppip > skiploom > jumpluff,250 > 340 > 460,"jumpluff [0.00,39.43); skiploom [39.43,68.57); hoppip [68.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
aipom-3d,aipom,3d,aipom,ambipom,1,aipom > ambipom,360 > 482,"ambipom [0.00,51.52); aipom [51.52,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sunkern-3d,sunkern,3d,sunkern,sunflora,1,sunkern > sunflora,180 > 425,"sunflora [0.00,63.22); sunkern [63.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sunflora-3d,sunflora,3d,sunkern,sunflora,1,sunkern > sunflora,180 > 425,"sunflora [0.00,63.22); sunkern [63.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
yanma-3d,yanma,3d,yanma,yanmega,1,yanma > yanmega,390 > 515,"yanmega [0.00,51.22); yanma [51.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wooper-3d,wooper,3d,wooper,quagsire,2,wooper > quagsire,210 > 430,"quagsire [0.00,60.47); wooper [60.47,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wooper-3d,wooper,3d,wooper,clodsire,2,wooper > clodsire,210 > 430,"clodsire [0.00,60.47); wooper [60.47,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
quagsire-3d,quagsire,3d,wooper,quagsire,1,wooper > quagsire,210 > 430,"quagsire [0.00,60.47); wooper [60.47,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
espeon-3d,espeon,3d,eevee,espeon,1,eevee > espeon,325 > 525,"espeon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
umbreon-3d,umbreon,3d,eevee,umbreon,1,eevee > umbreon,325 > 525,"umbreon [0.00,55.59); eevee [55.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
murkrow-3d,murkrow,3d,murkrow,honchkrow,1,murkrow > honchkrow,405 > 505,"honchkrow [0.00,49.95); murkrow [49.95,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
slowking-3d,slowking,3d,slowpoke,slowking,1,slowpoke > slowking,315 > 490,"slowking [0.00,54.78); slowpoke [54.78,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
misdreavus-3d,misdreavus,3d,misdreavus,mismagius,1,misdreavus > mismagius,435 > 495,"mismagius [0.00,47.90); misdreavus [47.90,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
unown-3d,unown,3d,unown,unown,1,unown,336,"unown [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wobbuffet-3d,wobbuffet,3d,wynaut,wobbuffet,1,wynaut > wobbuffet,260 > 405,"wobbuffet [0.00,54.81); wynaut [54.81,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
girafarig-3d,girafarig,3d,girafarig,farigiraf,1,girafarig > farigiraf,455 > 520,"farigiraf [0.00,48.00); girafarig [48.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pineco-3d,pineco,3d,pineco,forretress,1,pineco > forretress,290 > 465,"forretress [0.00,55.43); pineco [55.43,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
forretress-3d,forretress,3d,pineco,forretress,1,pineco > forretress,290 > 465,"forretress [0.00,55.43); pineco [55.43,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dunsparce-3d,dunsparce,3d,dunsparce,dudunsparce,1,dunsparce > dudunsparce,415 > 520,"dudunsparce [0.00,50.05); dunsparce [50.05,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gligar-3d,gligar,3d,gligar,gliscor,1,gligar > gliscor,430 > 510,"gliscor [0.00,48.83); gligar [48.83,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
steelix-3d,steelix,3d,onix,steelix,1,onix > steelix,385 > 510,"steelix [0.00,51.28); onix [51.28,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
snubbull-3d,snubbull,3d,snubbull,granbull,1,snubbull > granbull,300 > 450,"granbull [0.00,54.00); snubbull [54.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
granbull-3d,granbull,3d,snubbull,granbull,1,snubbull > granbull,300 > 450,"granbull [0.00,54.00); snubbull [54.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
qwilfish-3d,qwilfish,3d,qwilfish,overqwil,1,qwilfish > overqwil,440 > 510,"overqwil [0.00,48.32); qwilfish [48.32,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
scizor-3d,scizor,3d,scyther,scizor,1,scyther > scizor,500 > 500,"scizor [0.00,45.00); scyther [45.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
shuckle-3d,shuckle,3d,shuckle,shuckle,1,shuckle,505,"shuckle [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
heracross-3d,heracross,3d,heracross,heracross,1,heracross,500,"heracross [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sneasel-3d,sneasel,3d,sneasel,weavile,2,sneasel > weavile,430 > 510,"weavile [0.00,48.83); sneasel [48.83,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sneasel-3d,sneasel,3d,sneasel,sneasler,2,sneasel > sneasler,430 > 510,"sneasler [0.00,48.83); sneasel [48.83,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
teddiursa-3d,teddiursa,3d,teddiursa,ursaluna,1,teddiursa > ursaring > ursaluna,330 > 500 > 550,"ursaluna [0.00,35.87); ursaring [35.87,68.48); teddiursa [68.48,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ursaring-3d,ursaring,3d,teddiursa,ursaluna,1,teddiursa > ursaring > ursaluna,330 > 500 > 550,"ursaluna [0.00,35.87); ursaring [35.87,68.48); teddiursa [68.48,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
slugma-3d,slugma,3d,slugma,magcargo,1,slugma > magcargo,250 > 430,"magcargo [0.00,56.91); slugma [56.91,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
magcargo-3d,magcargo,3d,slugma,magcargo,1,slugma > magcargo,250 > 430,"magcargo [0.00,56.91); slugma [56.91,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
swinub-3d,swinub,3d,swinub,mamoswine,1,swinub > piloswine > mamoswine,250 > 450 > 530,"mamoswine [0.00,38.78); piloswine [38.78,71.71); swinub [71.71,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
piloswine-3d,piloswine,3d,swinub,mamoswine,1,swinub > piloswine > mamoswine,250 > 450 > 530,"mamoswine [0.00,38.78); piloswine [38.78,71.71); swinub [71.71,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
corsola-3d,corsola,3d,corsola,cursola,1,corsola > cursola,410 > 510,"cursola [0.00,49.89); corsola [49.89,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
remoraid-3d,remoraid,3d,remoraid,octillery,1,remoraid > octillery,300 > 480,"octillery [0.00,55.38); remoraid [55.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
octillery-3d,octillery,3d,remoraid,octillery,1,remoraid > octillery,300 > 480,"octillery [0.00,55.38); remoraid [55.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
delibird-3d,delibird,3d,delibird,delibird,1,delibird,330,"delibird [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mantine-3d,mantine,3d,mantyke,mantine,1,mantyke > mantine,345 > 485,"mantine [0.00,52.59); mantyke [52.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
skarmory-3d,skarmory,3d,skarmory,skarmory,1,skarmory,465,"skarmory [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
houndour-3d,houndour,3d,houndour,houndoom,1,houndour > houndoom,330 > 500,"houndoom [0.00,54.22); houndour [54.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
houndoom-3d,houndoom,3d,houndour,houndoom,1,houndour > houndoom,330 > 500,"houndoom [0.00,54.22); houndour [54.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kingdra-3d,kingdra,3d,horsea,kingdra,1,horsea > seadra > kingdra,295 > 440 > 540,"kingdra [0.00,38.12); seadra [38.12,69.18); horsea [69.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
phanpy-3d,phanpy,3d,phanpy,donphan,1,phanpy > donphan,330 > 500,"donphan [0.00,54.22); phanpy [54.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
donphan-3d,donphan,3d,phanpy,donphan,1,phanpy > donphan,330 > 500,"donphan [0.00,54.22); phanpy [54.22,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
porygon2-3d,porygon2,3d,porygon,porygon-z,1,porygon > porygon2 > porygon-z,395 > 515 > 535,"porygon-z [0.00,33.32); porygon2 [33.32,65.40); porygon [65.40,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
stantler-3d,stantler,3d,stantler,wyrdeer,1,stantler > wyrdeer,465 > 525,"wyrdeer [0.00,47.73); stantler [47.73,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
smeargle-3d,smeargle,3d,smeargle,smeargle,1,smeargle,250,"smeargle [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tyrogue-3d,tyrogue,3d,tyrogue,hitmonlee,3,tyrogue > hitmonlee,210 > 455,"hitmonlee [0.00,61.58); tyrogue [61.58,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tyrogue-3d,tyrogue,3d,tyrogue,hitmonchan,3,tyrogue > hitmonchan,210 > 455,"hitmonchan [0.00,61.58); tyrogue [61.58,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tyrogue-3d,tyrogue,3d,tyrogue,hitmontop,3,tyrogue > hitmontop,210 > 455,"hitmontop [0.00,61.58); tyrogue [61.58,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
hitmontop-3d,hitmontop,3d,tyrogue,hitmontop,1,tyrogue > hitmontop,210 > 455,"hitmontop [0.00,61.58); tyrogue [61.58,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
smoochum-3d,smoochum,3d,smoochum,jynx,1,smoochum > jynx,305 > 455,"jynx [0.00,53.88); smoochum [53.88,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
elekid-3d,elekid,3d,elekid,electivire,1,elekid > electabuzz > electivire,360 > 490 > 540,"electivire [0.00,34.96); electabuzz [34.96,66.69); elekid [66.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
magby-3d,magby,3d,magby,magmortar,1,magby > magmar > magmortar,365 > 495 > 540,"magmortar [0.00,34.71); magmar [34.71,66.54); magby [66.54,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
miltank-3d,miltank,3d,miltank,miltank,1,miltank,490,"miltank [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
blissey-3d,blissey,3d,happiny,blissey,1,happiny > chansey > blissey,220 > 450 > 540,"blissey [0.00,40.17); chansey [40.17,73.64); happiny [73.64,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
raikou-3d,raikou,3d,raikou,raikou,1,raikou,580,"raikou [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
entei-3d,entei,3d,entei,entei,1,entei,580,"entei [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
suicune-3d,suicune,3d,suicune,suicune,1,suicune,580,"suicune [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
larvitar-3d,larvitar,3d,larvitar,tyranitar,1,larvitar > pupitar > tyranitar,300 > 410 > 600,"tyranitar [0.00,41.22); pupitar [41.22,69.39); larvitar [69.39,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pupitar-3d,pupitar,3d,larvitar,tyranitar,1,larvitar > pupitar > tyranitar,300 > 410 > 600,"tyranitar [0.00,41.22); pupitar [41.22,69.39); larvitar [69.39,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tyranitar-3d,tyranitar,3d,larvitar,tyranitar,1,larvitar > pupitar > tyranitar,300 > 410 > 600,"tyranitar [0.00,41.22); pupitar [41.22,69.39); larvitar [69.39,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lugia-3d,lugia,3d,lugia,lugia,1,lugia,680,"lugia [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ho-oh-3d,ho-oh,3d,ho-oh,ho-oh,1,ho-oh,680,"ho-oh [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
celebi-3d,celebi,3d,celebi,celebi,1,celebi,600,"celebi [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
treecko-3d,treecko,3d,treecko,sceptile,1,treecko > grovyle > sceptile,310 > 405 > 530,"sceptile [0.00,38.31); grovyle [38.31,67.59); treecko [67.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
grovyle-3d,grovyle,3d,treecko,sceptile,1,treecko > grovyle > sceptile,310 > 405 > 530,"sceptile [0.00,38.31); grovyle [38.31,67.59); treecko [67.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sceptile-3d,sceptile,3d,treecko,sceptile,1,treecko > grovyle > sceptile,310 > 405 > 530,"sceptile [0.00,38.31); grovyle [38.31,67.59); treecko [67.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
torchic-3d,torchic,3d,torchic,blaziken,1,torchic > combusken > blaziken,310 > 405 > 530,"blaziken [0.00,38.31); combusken [38.31,67.59); torchic [67.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
combusken-3d,combusken,3d,torchic,blaziken,1,torchic > combusken > blaziken,310 > 405 > 530,"blaziken [0.00,38.31); combusken [38.31,67.59); torchic [67.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
blaziken-3d,blaziken,3d,torchic,blaziken,1,torchic > combusken > blaziken,310 > 405 > 530,"blaziken [0.00,38.31); combusken [38.31,67.59); torchic [67.59,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mudkip-3d,mudkip,3d,mudkip,swampert,1,mudkip > marshtomp > swampert,310 > 405 > 535,"swampert [0.00,38.52); marshtomp [38.52,67.68); mudkip [67.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
marshtomp-3d,marshtomp,3d,mudkip,swampert,1,mudkip > marshtomp > swampert,310 > 405 > 535,"swampert [0.00,38.52); marshtomp [38.52,67.68); mudkip [67.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
swampert-3d,swampert,3d,mudkip,swampert,1,mudkip > marshtomp > swampert,310 > 405 > 535,"swampert [0.00,38.52); marshtomp [38.52,67.68); mudkip [67.68,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
poochyena-3d,poochyena,3d,poochyena,mightyena,1,poochyena > mightyena,220 > 420,"mightyena [0.00,59.06); poochyena [59.06,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
mightyena-3d,mightyena,3d,poochyena,mightyena,1,poochyena > mightyena,220 > 420,"mightyena [0.00,59.06); poochyena [59.06,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
zigzagoon-3d,zigzagoon,3d,zigzagoon,obstagoon,1,zigzagoon > linoone > obstagoon,240 > 420 > 520,"obstagoon [0.00,39.66); linoone [39.66,71.69); zigzagoon [71.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
linoone-3d,linoone,3d,zigzagoon,obstagoon,1,zigzagoon > linoone > obstagoon,240 > 420 > 520,"obstagoon [0.00,39.66); linoone [39.66,71.69); zigzagoon [71.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wurmple-3d,wurmple,3d,wurmple,beautifly,2,wurmple > silcoon > beautifly,195 > 205 > 395,"beautifly [0.00,44.72); silcoon [44.72,67.92); wurmple [67.92,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wurmple-3d,wurmple,3d,wurmple,dustox,2,wurmple > cascoon > dustox,195 > 205 > 385,"dustox [0.00,44.14); cascoon [44.14,67.64); wurmple [67.64,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
silcoon-3d,silcoon,3d,wurmple,beautifly,1,wurmple > silcoon > beautifly,195 > 205 > 395,"beautifly [0.00,44.72); silcoon [44.72,67.92); wurmple [67.92,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
beautifly-3d,beautifly,3d,wurmple,beautifly,1,wurmple > silcoon > beautifly,195 > 205 > 395,"beautifly [0.00,44.72); silcoon [44.72,67.92); wurmple [67.92,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cascoon-3d,cascoon,3d,wurmple,dustox,1,wurmple > cascoon > dustox,195 > 205 > 385,"dustox [0.00,44.14); cascoon [44.14,67.64); wurmple [67.64,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dustox-3d,dustox,3d,wurmple,dustox,1,wurmple > cascoon > dustox,195 > 205 > 385,"dustox [0.00,44.14); cascoon [44.14,67.64); wurmple [67.64,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lotad-3d,lotad,3d,lotad,ludicolo,1,lotad > lombre > ludicolo,220 > 340 > 480,"ludicolo [0.00,41.54); lombre [41.54,70.96); lotad [70.96,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lombre-3d,lombre,3d,lotad,ludicolo,1,lotad > lombre > ludicolo,220 > 340 > 480,"ludicolo [0.00,41.54); lombre [41.54,70.96); lotad [70.96,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ludicolo-3d,ludicolo,3d,lotad,ludicolo,1,lotad > lombre > ludicolo,220 > 340 > 480,"ludicolo [0.00,41.54); lombre [41.54,70.96); lotad [70.96,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
seedot-3d,seedot,3d,seedot,shiftry,1,seedot > nuzleaf > shiftry,220 > 340 > 480,"shiftry [0.00,41.54); nuzleaf [41.54,70.96); seedot [70.96,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
nuzleaf-3d,nuzleaf,3d,seedot,shiftry,1,seedot > nuzleaf > shiftry,220 > 340 > 480,"shiftry [0.00,41.54); nuzleaf [41.54,70.96); seedot [70.96,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
shiftry-3d,shiftry,3d,seedot,shiftry,1,seedot > nuzleaf > shiftry,220 > 340 > 480,"shiftry [0.00,41.54); nuzleaf [41.54,70.96); seedot [70.96,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
taillow-3d,taillow,3d,taillow,swellow,1,taillow > swellow,270 > 455,"swellow [0.00,56.48); taillow [56.48,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
swellow-3d,swellow,3d,taillow,swellow,1,taillow > swellow,270 > 455,"swellow [0.00,56.48); taillow [56.48,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
wingull-3d,wingull,3d,wingull,pelipper,1,wingull > pelipper,270 > 440,"pelipper [0.00,55.77); wingull [55.77,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
pelipper-3d,pelipper,3d,wingull,pelipper,1,wingull > pelipper,270 > 440,"pelipper [0.00,55.77); wingull [55.77,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ralts-3d,ralts,3d,ralts,gardevoir,2,ralts > kirlia > gardevoir,198 > 278 > 518,"gardevoir [0.00,46.90); kirlia [46.90,72.07); ralts [72.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ralts-3d,ralts,3d,ralts,gallade,2,ralts > kirlia > gallade,198 > 278 > 518,"gallade [0.00,46.90); kirlia [46.90,72.07); ralts [72.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kirlia-3d,kirlia,3d,ralts,gardevoir,2,ralts > kirlia > gardevoir,198 > 278 > 518,"gardevoir [0.00,46.90); kirlia [46.90,72.07); ralts [72.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
kirlia-3d,kirlia,3d,ralts,gallade,2,ralts > kirlia > gallade,198 > 278 > 518,"gallade [0.00,46.90); kirlia [46.90,72.07); ralts [72.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gardevoir-3d,gardevoir,3d,ralts,gardevoir,1,ralts > kirlia > gardevoir,198 > 278 > 518,"gardevoir [0.00,46.90); kirlia [46.90,72.07); ralts [72.07,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
surskit-3d,surskit,3d,surskit,masquerain,1,surskit > masquerain,269 > 454,"masquerain [0.00,56.51); surskit [56.51,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
masquerain-3d,masquerain,3d,surskit,masquerain,1,surskit > masquerain,269 > 454,"masquerain [0.00,56.51); surskit [56.51,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
shroomish-3d,shroomish,3d,shroomish,breloom,1,shroomish > breloom,295 > 460,"breloom [0.00,54.83); shroomish [54.83,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
breloom-3d,breloom,3d,shroomish,breloom,1,shroomish > breloom,295 > 460,"breloom [0.00,54.83); shroomish [54.83,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
slakoth-3d,slakoth,3d,slakoth,slaking,1,slakoth > vigoroth > slaking,280 > 440 > 670,"slaking [0.00,43.38); vigoroth [43.38,71.87); slakoth [71.87,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
vigoroth-3d,vigoroth,3d,slakoth,slaking,1,slakoth > vigoroth > slaking,280 > 440 > 670,"slaking [0.00,43.38); vigoroth [43.38,71.87); slakoth [71.87,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
slaking-3d,slaking,3d,slakoth,slaking,1,slakoth > vigoroth > slaking,280 > 440 > 670,"slaking [0.00,43.38); vigoroth [43.38,71.87); slakoth [71.87,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
nincada-3d,nincada,3d,nincada,ninjask,2,nincada > ninjask,266 > 456,"ninjask [0.00,56.84); nincada [56.84,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
nincada-3d,nincada,3d,nincada,shedinja,2,nincada > shedinja,266 > 236,"shedinja [0.00,42.31); nincada [42.31,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ninjask-3d,ninjask,3d,nincada,ninjask,1,nincada > ninjask,266 > 456,"ninjask [0.00,56.84); nincada [56.84,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
shedinja-3d,shedinja,3d,nincada,shedinja,1,nincada > shedinja,266 > 236,"shedinja [0.00,42.31); nincada [42.31,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
whismur-3d,whismur,3d,whismur,exploud,1,whismur > loudred > exploud,240 > 360 > 490,"exploud [0.00,40.46); loudred [40.46,70.18); whismur [70.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
loudred-3d,loudred,3d,whismur,exploud,1,whismur > loudred > exploud,240 > 360 > 490,"exploud [0.00,40.46); loudred [40.46,70.18); whismur [70.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
exploud-3d,exploud,3d,whismur,exploud,1,whismur > loudred > exploud,240 > 360 > 490,"exploud [0.00,40.46); loudred [40.46,70.18); whismur [70.18,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
makuhita-3d,makuhita,3d,makuhita,hariyama,1,makuhita > hariyama,237 > 474,"hariyama [0.00,60.00); makuhita [60.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
hariyama-3d,hariyama,3d,makuhita,hariyama,1,makuhita > hariyama,237 > 474,"hariyama [0.00,60.00); makuhita [60.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
azurill-3d,azurill,3d,azurill,azumarill,1,azurill > marill > azumarill,190 > 250 > 420,"azumarill [0.00,43.95); marill [43.95,70.12); azurill [70.12,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
nosepass-3d,nosepass,3d,nosepass,probopass,1,nosepass > probopass,375 > 525,"probopass [0.00,52.50); nosepass [52.50,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
skitty-3d,skitty,3d,skitty,delcatty,1,skitty > delcatty,260 > 400,"delcatty [0.00,54.55); skitty [54.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
delcatty-3d,delcatty,3d,skitty,delcatty,1,skitty > delcatty,260 > 400,"delcatty [0.00,54.55); skitty [54.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sableye-3d,sableye,3d,sableye,sableye,1,sableye,380,"sableye [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
